match_no,date_x,stage_x,venue_x,batting_team,bowling_team,innings,over,striker,bowler,runs_of_bat,extras,wide,legbyes,byes,noballs,wicket_type,player_dismissed,fielder,match_id,date_y,venue_y,team1,team2,stage_y,toss_winner,toss_decision,first_ings_score,first_ings_wkts,second_ings_score,second_ings_wkts,match_result,match_winner,wb_runs,wb_wickets,balls_left,player_of_the_match,top_scorer,highscore,best_bowling,best_bowling_figure,runs,wickets
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,8.6,Suryakumar Yadav,Maheesh Theekshana,6,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,65,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,9.1,Tilak Varma,Ravindra Jadeja,1,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,66,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,9.2,Suryakumar Yadav,Ravindra Jadeja,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,66,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,9.3,Suryakumar Yadav,Ravindra Jadeja,4,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,70,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,9.4,Suryakumar Yadav,Ravindra Jadeja,1,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,71,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,9.5,Tilak Varma,Ravindra Jadeja,1,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,72,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,9.6,Suryakumar Yadav,Ravindra Jadeja,1,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,73,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,10.1,Suryakumar Yadav,Deepak Chahar,1,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,74,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,10.2,Tilak Varma,Deepak Chahar,1,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,75,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,10.3,Suryakumar Yadav,Deepak Chahar,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,75,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,10.4,Suryakumar Yadav,Deepak Chahar,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,75,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,10.5,Suryakumar Yadav,Deepak Chahar,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,75,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,10.6,Suryakumar Yadav,Deepak Chahar,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,75,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,11.1,Tilak Varma,Maheesh Theekshana,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,75,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,11.2,Tilak Varma,Maheesh Theekshana,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,75,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,11.3,Tilak Varma,Maheesh Theekshana,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,75,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,11.4,Tilak Varma,Maheesh Theekshana,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,75,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,11.5,Tilak Varma,Maheesh Theekshana,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,75,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,11.6,Tilak Varma,Maheesh Theekshana,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,75,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,12.1,Suryakumar Yadav,Tushar Deshpande,2,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,77,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,12.2,Suryakumar Yadav,Tushar Deshpande,0,0,,,,,stumped,Suryakumar Yadav,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,77,3
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,12.3,Hardik Pandya,Tushar Deshpande,1,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,78,3
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,12.4,Tilak Varma,Tushar Deshpande,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,78,3
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,12.5,Tilak Varma,Tushar Deshpande,0,0,,,,,bowled,Tilak Varma,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,78,4
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,12.6,Tim David,Tushar Deshpande,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,78,4
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,13.1,Hardik Pandya,Shivam Dube,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,78,4
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,13.2,Hardik Pandya,Shivam Dube,4,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,82,4
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,13.3,Hardik Pandya,Shivam Dube,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,82,4
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,13.4,Hardik Pandya,Shivam Dube,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,82,4
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,13.5,Hardik Pandya,Shivam Dube,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,82,4
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,13.6,Hardik Pandya,Shivam Dube,4,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,86,4
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,14.1,Tim David,Deepak Chahar,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,86,4
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,14.2,Tim David,Deepak Chahar,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,86,4
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,14.3,Tim David,Deepak Chahar,4,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,90,4
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,14.4,Tim David,Deepak Chahar,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,90,4
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,14.5,Tim David,Deepak Chahar,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,90,4
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,14.6,Tim David,Deepak Chahar,1,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,91,4
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,15.1,Tim David,Shivam Dube,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,91,4
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,15.2,Tim David,Shivam Dube,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,91,4
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,15.3,Tim David,Shivam Dube,0,1,1,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,92,4
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,15.3,Tim David,Shivam Dube,1,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,93,4
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,15.4,Hardik Pandya,Shivam Dube,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,93,4
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,15.5,Hardik Pandya,Shivam Dube,1,0,,,,,lbw,Hardik Pandya,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,94,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,15.6,Nehal Wadhera,Shivam Dube,1,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,95,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,16.1,Nehal Wadhera,Matheesha Pathirana,1,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,96,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,16.2,Tim David,Matheesha Pathirana,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,96,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,16.3,Tim David,Matheesha Pathirana,2,1,,,,1,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,99,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,16.3,Tim David,Matheesha Pathirana,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,99,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,16.4,Tim David,Matheesha Pathirana,1,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,100,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,16.5,Nehal Wadhera,Matheesha Pathirana,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,100,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,16.6,Nehal Wadhera,Matheesha Pathirana,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,100,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,17.1,Tim David,Maheesh Theekshana,1,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,101,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,17.2,Nehal Wadhera,Maheesh Theekshana,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,101,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,17.3,Nehal Wadhera,Maheesh Theekshana,1,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,102,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,17.4,Tim David,Maheesh Theekshana,4,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,106,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,17.5,Tim David,Maheesh Theekshana,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,106,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,17.6,Tim David,Maheesh Theekshana,2,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,108,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,18.1,Nehal Wadhera,Ravindra Jadeja,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,108,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,18.2,Nehal Wadhera,Ravindra Jadeja,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,108,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,18.3,Nehal Wadhera,Ravindra Jadeja,2,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,110,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,18.4,Nehal Wadhera,Ravindra Jadeja,1,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,111,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,18.5,Tim David,Ravindra Jadeja,1,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,112,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,18.6,Nehal Wadhera,Ravindra Jadeja,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,112,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,19.1,Tim David,Maheesh Theekshana,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,112,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,19.2,Tim David,Maheesh Theekshana,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,112,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,19.3,Tim David,Maheesh Theekshana,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,112,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,19.4,Tim David,Maheesh Theekshana,2,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,114,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,19.5,Tim David,Maheesh Theekshana,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,114,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,MI,CSK,1,19.6,Tim David,Maheesh Theekshana,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,114,5
1002,2025-04-02,League,M. A. Chidambaram Stadium,CSK,MI,2,0.1,Ruturaj Gaikwad,Piyush Chawla,1,0,,,,,caught and bowled,Ruturaj Gaikwad,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,1,1
1002,2025-04-02,League,M. A. Chidambaram Stadium,CSK,MI,2,0.2,Ajinkya Rahane,Piyush Chawla,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,1,1
1002,2025-04-02,League,M. A. Chidambaram Stadium,CSK,MI,2,0.3,Ajinkya Rahane,Piyush Chawla,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,1,1
1002,2025-04-02,League,M. A. Chidambaram Stadium,CSK,MI,2,0.4,Ajinkya Rahane,Piyush Chawla,0,1,1,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,2,1
1002,2025-04-02,League,M. A. Chidambaram Stadium,CSK,MI,2,0.4,Ajinkya Rahane,Piyush Chawla,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,2,1
1002,2025-04-02,League,M. A. Chidambaram Stadium,CSK,MI,2,0.5,Ajinkya Rahane,Piyush Chawla,1,1,,,,1,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,4,1
1002,2025-04-02,League,M. A. Chidambaram Stadium,CSK,MI,2,0.5,Devon Conway,Piyush Chawla,0,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,4,1
1002,2025-04-02,League,M. A. Chidambaram Stadium,CSK,MI,2,0.6,Devon Conway,Piyush Chawla,4,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,8,1
1002,2025-04-02,League,M. A. Chidambaram Stadium,CSK,MI,2,1.1,Ajinkya Rahane,Jasprit Bumrah,1,0,,,,,bowled,Ajinkya Rahane,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,9,2
1002,2025-04-02,League,M. A. Chidambaram Stadium,CSK,MI,2,1.2,Shivam Dube,Jasprit Bumrah,1,0,,,,,,,,1002,2025-04-02,M. A. Chidambaram Stadium,MI,CSK,League,MI,bat,114,5,116,4,CSK won by 6 wickets,CSK,0,6,18,Devon Conway,Devon Conway,71,Tushar Deshpande,3/20,10,2
